id,first_name,last_name,full_name,height_feet,height_inches,actual_height_ft,position,weight_pounds,team.id,team.abbreviation,team.city,team.conference,team.division,team.full_name,team.name,mpg,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,blk,stl,pf,turnover,pts,TmMP,TmFGA,TmFTA,TmTOV,usage
61,Mikal,Bridges,Mikal Bridges,6,7,6.583333333,F,210,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,35,5.56,9.22,0.602,1.11,2.22,0.5,2.67,3.11,0.857,1.33,3.56,4.89,2.89,1.11,0.89,2.33,1.22,14.89,217.2666667,76.91,21.79,12.34,14.83282653
110,Torrey,Craig,Torrey Craig,6,7,6.583333333,F,215,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,16.33333333,2.22,4,0.556,1,2.44,0.409,0.22,0.44,0.5,1.44,2.56,4,1.44,0.44,0.33,1.78,0.44,5.67,217.2666667,76.91,21.79,12.34,12.47224464
272,Damion,Lee,Damion Lee,6,6,6.5,G,210,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,18.1,1.89,4.78,0.395,1.33,2.89,0.462,1.11,1.33,0.833,0.56,1.89,2.44,1,0,0.44,1.44,0.33,6.22,217.2666667,76.91,21.79,12.34,13.83347568
356,Josh,Okogie,Josh Okogie,6,4,6.333333333,G,212,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,5,0.44,1.11,0.4,0,0.44,0,0.44,0.67,0.667,0.33,1,1.33,0,0.11,0.33,0.67,0.44,1.33,217.2666667,76.91,21.79,12.34,16.22109589
367,Chris,Paul,Chris Paul,6,0,6,G,175,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,32,3,8.33,0.36,1,3.67,0.273,3.33,3.78,0.882,0.56,4.22,4.78,10.22,0.22,1.67,2.44,1.44,10.33,217.2666667,76.91,21.79,12.34,15.70792172
368,Cameron,Payne,Cameron Payne,6,1,6.08,G,183,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,12.55,2.67,6.33,0.421,1,2.56,0.391,0.56,0.67,0.833,0.22,1.33,1.56,2.22,0.11,0.89,0.78,1.44,6.89,217.2666667,76.91,21.79,12.34,28.25210306
407,Dario,Saric,Dario Saric,6,10,6.833333333,F,223,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,4.1,0.56,1.67,0.333,0.22,0.67,0.333,0,0.11,0,0.67,0.89,1.56,0.33,0,0.33,0.56,0.33,1.33,217.2666667,76.91,21.79,12.34,21.96503079
414,Landry,Shamet,Landry Shamet,6,5,6.416666667,G,188,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,12.76666667,1.67,4.33,0.385,1.11,3,0.37,0.78,1,0.778,0.22,0.44,0.67,1,0.11,0.56,1,0.56,5.22,217.2666667,76.91,21.79,12.34,18.35483969
3183,Jock,Landale,Jock Landale,6,11,6.92,C,255,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,15.1,2.9,5.7,0.5,0.2,1.8,0.12,1.4,1.9,0.769,1.7,2.6,4.4,0.8,0.9,0.4,2.6,0.8,7.4,217.2666667,76.91,21.79,12.34,21.35911634
54,Bojan,Bogdanovic,Bojan Bogdanovic,6,8,6.666666667,F,216,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,31.2,6.6,13.2,0.5,3.4,7,0.486,3.6,3.8,0.947,0.6,2.7,3.3,1.9,0,0.5,2.2,1.8,20.2,255.1,92.7,27.8,15.1,22.71310557
128,Hamidou,Diallo,Hamidou Diallo,6,5,6.416666667,G,198,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,13.1,1.7,4.6,0.37,0,0.4,0,1.2,2,0.6,0.9,1.9,2.8,0.8,0.1,0.5,2.1,0.5,4.6,255.1,92.7,27.8,15.1,19.40319732
251,Cory,Joseph,Cory Joseph,6,3,6.25,G,193,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,12.6,1,2.6,0.385,0.6,1.4,0.429,0.5,0.6,0.833,0.2,0.9,1.1,2.4,0.1,0.2,1.3,0.5,3.1,255.1,92.7,27.8,15.1,11.34824893
259,Kevin,Knox,Kevin Knox,6,9,6.75,F,215,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,5.8,0.6,2.3,0.261,0.2,1.5,0.133,0,0,0,0.2,0.6,0.8,0.1,0.1,0.1,0.9,0.3,1.4,255.1,92.7,27.8,15.1,19.05411431
307,Rodney,McGruder,Rodney McGruder,6,4,6.333333333,F-G,200,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,1.6,0.1,0.6,0.167,0.1,0.4,0.25,0,0,0,0.1,0.2,0.3,0.1,0,0,0.1,0,0.3,255.1,92.7,27.8,15.1,15.93949947
345,Nerlens,Noel,Nerlens Noel,6,11,6.916666667,F-C,220,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,5.1,0.3,1,0.3,0,0,0,0.2,0.2,1,0.2,1.1,1.3,0.3,0.1,0.2,0.5,0.3,0.8,255.1,92.7,27.8,15.1,11.56811778
3120,Cade,Cunningham,Cade Cunningham,6,6,6.5,G,220,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,33.3,7.8,18.7,0.415,1.4,5.1,0.279,3,3.6,0.837,1,5.2,6.2,6,0.6,0.8,2.8,3.3,19.9,255.1,92.7,27.8,15.1,30.10347591
3121,Jaden,Ivey,Jaden Ivey,6,4,6.33,G,200,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,32,5.9,13.5,0.433,1.5,4.6,0.319,3.1,4.2,0.73,1.3,3.7,4.9,4.1,0.3,1.3,3.1,2.7,16.3,255.1,92.7,27.8,15.1,23.9730072
3122,Isaiah,Stewart,Isaiah Stewart,6,9,6.75,C,250,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,27,3.8,8,0.475,1.2,3.6,0.333,3.2,4.3,0.738,2.9,6.5,9.3,1.3,0.7,0.5,3,1.1,12,255.1,92.7,27.8,15.1,17.3043929
3123,Killian,Hayes,Killian Hayes,6,5,6.42,G,216,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,21.2,2.1,7,0.295,0.5,2.2,0.229,0.7,0.9,0.786,0.5,2.1,2.6,3.3,0.4,1.1,2.4,1.6,5.3,255.1,92.7,27.8,15.1,18.0366965
3124,Saddiq,Bey,Saddiq Bey,6,8,6.67,F,215,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,31.6,4.8,11.5,0.413,1.7,5.7,0.297,4.2,4.6,0.918,1.2,3.7,4.9,1.6,0.2,0.9,1.8,1.4,15.4,255.1,92.7,27.8,15.1,20.07435359
3125,Isaiah,Livers,Isaiah Livers,6,7,6.58,F,230,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,19.1,1.8,4.9,0.362,1.4,3.9,0.345,0.9,1.2,0.765,0.7,1.9,2.6,0.6,0.4,0.4,1.9,0.5,5.9,255.1,92.7,27.8,15.1,13.19223076
3126,Jalen,Duren,Jalen Duren,6,10,6.83,C,250,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,21.5,2.7,4.8,0.556,0,0.1,0,0.9,2.4,0.387,2.9,4.5,7.4,0.3,1.2,0.3,2.1,1.1,6.3,255.1,92.7,27.8,15.1,13.75195762
28,Mo,Bamba,Mo Bamba,7,0,7,C,221,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,11.3,1.6,3.8,0.421,0.5,1.9,0.263,0.3,0.5,0.6,0.5,2.4,2.9,0.6,0.5,0.1,1.7,0.7,4,257.7,96.5,28.5,18.3,16.90608795
85,Wendell,Carter Jr.,Wendell Carter Jr.,6,10,6.833333333,F,255,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,33.4,5.5,10.8,0.509,1,3.3,0.303,4,4.9,0.816,2.2,7.2,9.4,3,0.4,0.8,3.6,2.3,16,257.7,96.5,28.5,18.3,18.48731248
402,Terrence,Ross,Terrence Ross,6,7,6.583333333,G-F,206,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,23.7,3.1,6.9,0.449,1.5,3.7,0.405,0.4,0.6,0.667,0.4,1.9,2.3,1.1,0.2,0.7,1.9,0.5,8.1,257.7,96.5,28.5,18.3,13.08840481
3104,Bol,Bol,Bol Bol,7,2,7.17,C,220,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,24.7,5.1,8.1,0.623,0.8,1.9,0.414,1.7,1.9,0.862,1.6,6.3,7.9,0.7,2,0.2,1.6,2.2,12.6,257.7,96.5,28.5,18.3,18.24785569
3105,Franz,Wagner,Franz Wagner,6,10,6.83,F,220,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,34.1,7.5,15.3,0.487,0.9,3.6,0.259,2.7,3.2,0.854,1.1,3.2,4.3,4.4,0.3,0.7,2.3,2.7,18.6,257.7,96.5,28.5,18.3,23.03594183
3106,Paolo,Banchero,Paolo Banchero,6,10,6.83,F,250,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,34.6,8.1,17.5,0.461,1,3.9,0.256,6.4,8.3,0.769,0.8,7.5,8.3,3.6,0.9,0.7,2.4,3,23.5,257.7,96.5,28.5,18.3,28.25247959
3107,Cole,Anthony,Cole Anthony,6,3,6.25,G,185,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,30.5,5.5,13.3,0.415,1.8,5,0.35,2.8,3.8,0.733,0.8,4,4.8,4.3,0.8,0.8,3.5,2,15.5,257.7,96.5,28.5,18.3,22.52230069
3219,RJ,Hampton,RJ Hampton,6,6,6.5,G,190,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,14.4,2.2,4.5,0.492,0.9,2,0.462,1.2,1.3,0.941,0.5,0.9,1.4,1.3,0.3,0.7,1.2,1,6.6,257.7,96.5,28.5,18.3,17.0666719
3220,Chuma,Okeke,Chuma Okeke,6,6,6.5,F,229,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,21.7,2,5.1,0.395,1.1,3.5,0.327,0.9,1.1,0.765,1.3,3.1,4.4,1.5,0.5,0.5,1.9,0.6,6,257.7,96.5,28.5,18.3,11.53424882
3221,Jalen ,Suggs,Jalen  Suggs,6,5,6.42,G,205,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,29.3,4.8,11.2,0.429,1.5,5,0.3,1.8,2.9,0.621,0.9,2.4,3.3,5.2,0.4,1.7,3.9,3.3,12.9,257.7,96.5,28.5,18.3,21.79258988
30,Harrison,Barnes,Harrison Barnes,6,8,6.666666667,F,225,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,33.25,3.5,9,0.389,0.63,3.38,0.185,3.5,4.38,0.8,1.13,4.5,5.63,2.13,0.13,0.5,1.38,1.13,11.13,241.85,87.42,22.94,14.55,15.65187363
123,Matthew,Dellavedova,Matthew Dellavedova,6,4,6.333333333,G,200,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,3.616666667,0.38,0.88,0.429,0.25,0.38,0.667,0,0,0,0.13,0.13,0.25,0.5,0,0.13,0.63,0.25,1,241.85,87.42,22.94,14.55,13.4859479
161,De'Aaron,Fox,De'Aaron Fox,6,3,6.25,G,175,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,27.86666667,8.88,16,0.555,1.75,4.75,0.368,3.5,4,0.875,0.63,4.5,5.13,4,0.5,0.75,2.88,3.38,23,241.85,87.42,22.94,14.55,32.74398086
217,Richaun,Holmes,Richaun Holmes,6,10,6.833333333,F-C,235,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,12.5,1.75,2.5,0.7,0,0,0,0.5,0.75,0.667,1,1.88,2.88,0,0.13,0.25,1.88,0.63,4,241.85,87.42,22.94,14.55,11.94751552
221,Kevin,Huerter,Kevin Huerter,6,7,6.583333333,G,190,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,31.86666667,5.88,11.75,0.5,4,7.75,0.516,1.88,2.63,0.714,0,2.63,2.63,3.63,0.25,0.5,2.25,1,17.63,241.85,87.42,22.94,14.55,18.83712329
273,Alex,Len,Alex Len,7,1,7.083333333,C,250,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,1,0,0.13,0,0,0,0,0.13,0.25,0.5,0,0.25,0.25,0,0,0,0.25,0,0.13,241.85,87.42,22.94,14.55,10.3591175
290,Trey,Lyles,Trey Lyles,6,10,6.833333333,F,234,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,12.61666667,1.75,4.38,0.4,1.25,3.25,0.385,0.5,0.88,0.571,0.38,2.25,2.63,0.88,0.5,0.5,1.13,0.88,5.25,241.85,87.42,22.94,14.55,19.31968572
314,Chimezie,Metu,Chimezie Metu,6,10,6.833333333,F,225,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,4.616666667,0.5,1.25,0.4,0,0.38,0,0.5,0.5,1,0,1.25,1.25,0.5,0.13,0.13,0.38,0,1.5,241.85,87.42,22.94,14.55,13.74359452
324,Malik,Monk,Malik Monk,6,3,6.25,G,200,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,19.86666667,3.75,9,0.417,2.13,5.88,0.362,0.88,1,0.875,0.5,1.63,2.13,4.38,0.38,0.5,1.5,1.63,10.5,241.85,87.42,22.94,14.55,24.0510551
406,Domantas,Sabonis,Domantas Sabonis,6,11,6.916666667,F,240,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,31.25,6,10.63,0.565,0.13,1.13,0.111,3.88,6.25,0.62,2.25,8.38,10.63,6.13,0.75,0.88,4.25,2.25,16,241.85,87.42,22.94,14.55,21.58840087
3184,Keegan,Murray,Keegan Murray,6,8,6.67,F,215,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,30.3,4.6,10.2,0.45,2.3,6,0.375,0.6,0.8,0.778,0.7,3,3.7,1.1,0.8,1,2.3,1.6,12,241.85,87.42,22.94,14.55,17.31078051
3185,Davion,Mitchell,Davion Mitchell,6,0,6,G,202,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,19.3,2.8,5.9,0.476,0.9,2.8,0.333,0.3,0.4,0.667,0.1,1.2,1.3,2,0.1,0.4,1.6,1.2,6.8,241.85,87.42,22.94,14.55,16.27222343
3186,Terrence,Davis,Terrence Davis,6,4,6.33,G,201,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,13.8,2.8,5.8,0.487,1.5,3.8,0.408,0.9,1.1,0.857,0.5,2.5,3,1.6,0.2,0.8,1.8,0.6,8.2,241.85,87.42,22.94,14.55,21.53145075
31,Will,Barton,Will Barton,6,6,6.5,G,190,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,23.76666667,3.33,8.11,0.411,1.56,3.67,0.424,0.89,1,0.889,0.22,2.44,2.67,2.33,0.22,0.78,1.44,1.22,9.11,243.65,87.05,23.17,13.47,18.09326817
37,Bradley,Beal,Bradley Beal,6,5,6.416666667,G,207,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,35.21666667,8.22,15.78,0.521,1.44,4.44,0.325,3.67,4,0.917,0.67,2.89,3.56,5.67,0.78,0.89,2,2.67,21.56,243.65,87.05,23.17,13.47,25.25857226
173,Taj,Gibson,Taj Gibson,6,9,6.75,F,232,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,2.1,0.44,0.89,0.5,0.11,0.33,0.333,0.44,0.44,1,0,0.44,0.44,0,0,0,0.22,0,1.44,243.65,87.05,23.17,13.47,22.71121837
265,Kyle,Kuzma,Kyle Kuzma,6,9,6.75,F,220,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,31.88333333,6.11,13.44,0.455,2,5.67,0.353,3.22,4.11,0.784,0.67,6.44,7.11,2.22,0.67,0.22,3.22,1.67,17.44,243.65,87.05,23.17,13.47,23.35534573
330,Monte,Morris,Monte Morris,6,3,6.25,G,175,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,27.1,3.11,7.67,0.406,0.89,2.78,0.32,1.22,1.67,0.733,0.33,3.56,3.89,5.56,0.22,0.78,1.11,1,8.33,243.65,87.05,23.17,13.47,15.27464076
378,Kristaps,Porzingis,Kristaps Porzingis,7,3,7.25,F-C,240,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,30.88333333,7.11,14,0.508,1.89,5,0.378,4.11,4.89,0.841,2.56,6.11,8.67,2.11,1.11,0.67,3.33,1.67,20.22,243.65,87.05,23.17,13.47,25.39880328
487,Delon,Wright,Delon Wright,6,5,6.416666667,G,183,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,10.1,1,2.56,0.391,0.22,1.22,0.182,0.33,0.56,0.6,0.44,0.67,1.11,1.44,0.44,1.22,0.56,0.44,2.56,243.65,87.05,23.17,13.47,14.14722913
3108,Deni,Avdija,Deni Avdija,6,9,6.75,F,210,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,23,2.5,6.5,0.388,0.9,2.6,0.333,1.3,1.6,0.792,0.8,3.7,4.5,1.9,0.7,0.6,3.1,1.4,7.2,243.65,87.05,23.17,13.47,16.46505923
3109,Corey,Kispert,Corey Kispert,6,6,6.5,F,224,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,22.4,2.9,5.3,0.541,1.1,2.9,0.4,1,1.1,0.875,0,1.9,1.9,1.7,0,0.7,1.1,0.9,7.9,243.65,87.05,23.17,13.47,13.13345996
3110,Rui,Hachimura,Rui Hachimura,6,8,6.67,F,230,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,23.1,4.7,9.8,0.476,0.7,2.2,0.333,1.4,1.9,0.724,0.7,3.9,4.6,0.9,0.5,0.3,1.1,1.4,11.5,243.65,87.05,23.17,13.47,22.93300315
3111,Daniel,Gafford,Daniel Gafford,6,9,6.75,C,234,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,14.1,2.2,3,0.733,0,0,0,1.2,1.9,0.621,1.3,2.4,3.7,0.5,1,0.3,1.7,1.1,5.6,243.65,87.05,23.17,13.47,15.40801774
32,Keita,Bates-Diop,Keita Bates-Diop,6,9,6.75,F,229,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,13.4,2.9,5.4,0.537,0.4,1.2,0.333,1.6,1.9,0.842,0.9,1.2,2.1,0.5,0,0.4,0.5,1.2,7.8,239.5,91.9,20.3,16.8,22.59667894
102,Zach,Collins,Zach Collins,7,0,7,F-C,235,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,15.8,3.1,5.9,0.525,0.7,1.8,0.389,0.6,0.9,0.667,1.2,3,4.2,2.5,1.1,0.7,2.7,1.7,7.5,239.5,91.9,20.3,16.8,20.60752004
129,Gorgui,Dieng,Gorgui Dieng,6,11,6.916666667,C,252,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,5.5,0.8,1.7,0.471,0.5,1.4,0.357,0,0,0,0.4,0.8,1.2,1.1,0.4,0.1,0.9,0.7,2.1,239.5,91.9,20.3,16.8,17.76881986
305,Doug,McDermott,Doug McDermott,6,8,6.666666667,F,225,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,20.5,3.7,8.4,0.44,2.2,5.1,0.431,0.6,0.9,0.667,0.3,1.8,2.1,1.5,0.2,0,1.6,1,10.2,239.5,91.9,20.3,16.8,19.45830237
373,Jakob,Poeltl,Jakob Poeltl,7,0,7,C,230,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,28.3,5.3,8.6,0.616,0,0,0,1.7,3.3,0.515,4,6,10,3.3,0.9,0.9,2,2.3,12.3,239.5,91.9,20.3,16.8,17.77300569
391,Josh,Richardson,Josh Richardson,6,6,6.5,G-F,200,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,20.6,3,7,0.429,1.8,4.3,0.419,1.5,1.8,0.833,0.1,1.9,2,3.1,0.1,0.6,2,1.5,9.3,239.5,91.9,20.3,16.8,18.36758309
3213,Tre ,Jones,Tre  Jones,6,1,6.08,G,185,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,29.9,4.3,10.5,0.414,0.9,2.3,0.412,2.2,2.4,0.917,0.6,2.9,3.5,6.7,0.2,1.5,2.1,1.9,11.8,239.5,91.9,20.3,16.8,18.32545736
3214,Devin,Vassell,Devin Vassell,6,5,6.42,G,200,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,31.8,7.6,16.2,0.469,3.2,7.5,0.422,2.1,2.8,0.758,0.1,3.8,3.8,3.3,0.5,0.8,1.3,1.6,20.4,239.5,91.9,20.3,16.8,24.37066284
3215,Keldon,Johnson,Keldon Johnson,6,5,6.42,F,220,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,32.9,7.6,16.9,0.451,3.7,8.8,0.423,3.7,4.8,0.776,0.6,4.4,4.9,3.6,0.1,1,1.5,2.9,22.7,239.5,91.9,20.3,16.8,27.12040393
3216,Jeremy,Sochan,Jeremy Sochan,6,8,6.67,F,220,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,24.5,3.3,6.9,0.485,0.4,2.3,0.171,0.6,0.9,0.692,1,3,4,1.9,0.5,0.8,2.6,1.3,7.7,239.5,91.9,20.3,16.8,14.2869773
3217,Romeo ,Langford,Romeo  Langford,6,5,6.42,G,215,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,16.3,1.9,4.4,0.419,0.1,1,0.143,0.4,0.6,0.75,1.4,0.6,2,0.4,0.3,0.4,1.4,0.7,4.3,239.5,91.9,20.3,16.8,13.40019743
33,Nicolas,Batum,Nicolas Batum,6,8,6.666666667,F-G,200,13,LAC,LA,West,Pacific,LA Clippers,Clippers,17.43333333,1.44,3.22,0.448,0.78,2.22,0.35,0.56,0.78,0.714,0.67,2.56,3.22,1.44,0.89,0.56,2.78,0.78,4.22,244.4666667,84.68,19.8,15.63,11.17287387
108,Robert,Covington,Robert Covington,6,9,6.75,F,225,13,LAC,LA,West,Pacific,LA Clippers,Clippers,9.666666667,0.89,2.11,0.421,0.44,1.44,0.308,0.67,0.67,1,0.11,2.44,2.56,0.78,0.56,0.33,1.33,0.33,2.89,244.4666667,84.68,19.8,15.63,12.68774173
172,Paul,George,Paul George,6,9,6.75,F,220,13,LAC,LA,West,Pacific,LA Clippers,Clippers,31.21666667,7.78,16.44,0.473,2.44,6.67,0.367,3.44,3.89,0.886,0.56,4.78,5.33,4.22,0.33,1.67,2.11,3.44,21.44,244.4666667,84.68,19.8,15.63,31.01942911
236,Reggie,Jackson,Reggie Jackson,6,3,6.25,G,208,13,LAC,LA,West,Pacific,LA Clippers,Clippers,29.76666667,3.78,10.44,0.362,1.11,4.33,0.256,1.33,1.44,0.923,0.33,2,2.33,4.22,0.11,0.67,1.11,1.67,10,244.4666667,84.68,19.8,15.63,19.19983201
254,Luke,Kennard,Luke Kennard,6,5,6.416666667,G,206,13,LAC,LA,West,Pacific,LA Clippers,Clippers,22.88333333,3.11,6.22,0.5,1.56,3.33,0.467,0.22,0.22,1,0.44,3.22,3.67,0.56,0,0.33,1.56,1.22,8,244.4666667,84.68,19.8,15.63,14.77077238
274,Kawhi,Leonard,Kawhi Leonard,6,7,6.583333333,F,230,13,LAC,LA,West,Pacific,LA Clippers,Clippers,4.666666667,0.89,2,0.444,0.11,0.67,0.167,0.89,1,0.889,0.44,1,1.44,0.44,0,0.33,0.56,0.44,2.78,244.4666667,84.68,19.8,15.63,27.67713987
328,Marcus,Morris,Marcus Morris,6,9,6.75,F,235,13,LAC,LA,West,Pacific,LA Clippers,Clippers,23.21666667,4.44,9,0.494,1.44,3.78,0.382,0.44,0.44,1,0.44,4.22,4.67,2,0.11,0.78,1.89,0.67,10.78,244.4666667,84.68,19.8,15.63,19.05333869
380,Norman,Powell,Norman Powell,6,4,6.333333333,F-G,215,13,LAC,LA,West,Pacific,LA Clippers,Clippers,25.43333333,4.11,10.11,0.407,1.11,4,0.278,1.56,2.33,0.667,0.56,2.89,3.44,1.33,0.33,0.56,1.44,2.44,10.89,244.4666667,84.68,19.8,15.63,23.93748147
467,John,Wall,John Wall,6,4,6.333333333,G,210,13,LAC,LA,West,Pacific,LA Clippers,Clippers,16.55,3.89,8.56,0.455,0.67,2.67,0.25,1.56,2.56,0.609,0.33,1.33,1.67,3.67,0.22,0.67,1.22,1.22,10,244.4666667,84.68,19.8,15.63,29.55418076
493,Ivica,Zubac,Ivica Zubac,7,1,7.083333333,C,240,13,LAC,LA,West,Pacific,LA Clippers,Clippers,29.43333333,4.22,6.78,0.623,0,0.11,0,1.56,2.67,0.583,2.44,9.11,11.56,1.44,2.78,0.33,3,2.22,10,244.4666667,84.68,19.8,15.63,15.50322086
3175,Moses ,Brown,Moses  Brown,7,2,7.17,C,245,13,LAC,Los Angeles,West,Pacific,Los Angeles Clippers,Clippers,4.1,1.3,1.7,0.8,0,0,0,0.4,0.8,0.571,0.7,1,1.7,0,0.4,0,0.6,0.1,3.1,244.4666667,84.68,19.8,15.63,23.53931995
3176,Terrance ,Mann,Terrance  Mann,6,5,6.42,G,215,13,LAC,Los Angeles,West,Pacific,Los Angeles Clippers,Clippers,17.9,2.7,4.6,0.581,0.3,1.5,0.208,0.8,1.2,0.684,0.6,2.4,2.9,1.4,0.3,0.4,1.7,0.8,6.5,244.4666667,84.68,19.8,15.63,14.85219579
3177,Brandon,Boston Jr.,Brandon Boston Jr.,6,6,6.5,G,188,13,LAC,Los Angeles,West,Pacific,Los Angeles Clippers,Clippers,3.2,1,2,0.5,0.4,0.6,0.667,0.2,0.4,0.5,0.2,0.2,0.4,0,0,0,0.2,0,2.6,244.4666667,84.68,19.8,15.63,30.49610782
3178,Amir,Coffey,Amir Coffey,6,7,6.58,G,210,13,LAC,Los Angeles,West,Pacific,Los Angeles Clippers,Clippers,9,0.5,1.5,0.316,0.1,0.3,0.25,1.2,1.4,0.833,0.2,0.5,0.7,0.6,0.1,0.2,0.9,0.3,2.2,244.4666667,84.68,19.8,15.63,12.03898635
38,Malik,Beasley,Malik Beasley,6,5,6.416666667,G,195,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,24.4,3.9,9.9,0.394,2.2,5.7,0.386,0.7,0.8,0.875,0.8,2.2,3,1.1,0.2,1.1,0.7,0.5,10.7,232.9,88.7,20.5,14.5,18.29062936
100,Jordan,Clarkson,Jordan Clarkson,6,5,6.416666667,G,194,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,30.9,6.4,15.3,0.418,2.9,8,0.363,1.7,2.4,0.708,1.4,3.4,4.8,5.3,0.6,0.4,2.3,2.3,17.4,232.9,88.7,20.5,14.5,25.06047356
104,Mike,Conley,Mike Conley,6,1,6.083333333,G,175,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,27.6,3.5,8.7,0.402,2.1,5.1,0.412,1.6,2.1,0.762,0.4,1.5,1.9,6.7,0.4,1.1,1.6,1.5,10.7,232.9,88.7,20.5,14.5,16.72942899
171,Rudy,Gay,Rudy Gay,6,8,6.666666667,F,230,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,10.7,1.2,3.3,0.364,0.5,1.7,0.294,0.2,0.4,0.5,0.4,1.8,2.2,0.9,0.4,0.3,1.1,0.6,3.1,232.9,88.7,20.5,14.5,15.81173829
297,Lauri,Markkanen,Lauri Markkanen,7,0,7,F,240,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,33.8,8.4,16.3,0.515,2,6.7,0.299,3.4,4,0.85,2.2,7.1,9.3,2.7,0.9,0.7,1.8,1.8,22.2,232.9,88.7,20.5,14.5,24.38887477
358,Kelly,Olynyk,Kelly Olynyk,7,0,7,F,240,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,27.1,4.6,8.2,0.561,1.9,3.2,0.594,1.6,2.4,0.667,1.4,2.7,4.1,3.4,0.6,1.5,4.6,2.5,12.7,232.9,88.7,20.5,14.5,18.00609372
